country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/17/2020,-16,-3,-8,-39,-23,13
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/18/2020,-19,-6,-14,-41,-21,14
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/19/2020,-19,-3,-14,-39,-12,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/20/2020,-24,-9,-15,-44,-3,12
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/21/2020,-19,-7,-15,-41,-23,14
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/22/2020,-22,-8,-16,-40,-25,14
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/23/2020,-23,-6,-12,-39,-25,14
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/24/2020,-23,-7,-13,-38,-25,14
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/25/2020,-24,-6,-17,-39,-24,15
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/26/2020,-24,-4,-17,-36,-14,12
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/27/2020,-26,-8,-13,-39,-6,12
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/28/2020,-21,-4,-12,-38,-24,14
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/29/2020,-22,-4,-13,-36,-25,14
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,9/30/2020,-20,2,-10,-35,-26,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/1/2020,-20,5,-11,-34,-26,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/2/2020,-20,1,-13,-36,-25,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/3/2020,-19,3,-13,-32,-18,7
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/4/2020,-20,1,-7,-33,-12,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/5/2020,-17,2,-9,-35,-27,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/6/2020,-19,0,-9,-34,-28,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/7/2020,-18,1,-6,-35,-26,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/8/2020,-18,0,-3,-32,-25,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/9/2020,-20,-4,-12,-38,-23,13
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/10/2020,-22,-4,-17,-35,-14,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/11/2020,-19,-1,-5,-35,-5,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/12/2020,-17,-1,-6,-35,-23,12
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/13/2020,-19,-2,-6,-36,-25,13
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/14/2020,-16,0,-5,-35,-23,12
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/15/2020,-16,2,-8,-32,-23,13
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/16/2020,-20,-3,-13,-35,-22,14
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/17/2020,-17,3,-11,-29,-13,10
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/18/2020,-19,-1,-6,-31,-5,10
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/19/2020,-20,-3,-12,-34,-23,13
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/20/2020,-19,-2,-10,-32,-24,12
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/21/2020,-20,-4,-12,-34,-24,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/22/2020,-17,1,-9,-31,-25,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/23/2020,-18,-1,-14,-32,-23,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/24/2020,-18,1,-13,-28,-14,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/25/2020,-19,-1,-9,-30,-8,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/26/2020,-17,-1,-11,-32,-24,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/27/2020,-16,4,-9,-25,-25,7
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/28/2020,-10,10,6,-20,-39,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/29/2020,-9,6,28,-25,-58,12
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/30/2020,-16,-2,1,-34,-42,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,10/31/2020,-23,-8,-13,-29,-21,7
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/1/2020,-18,0,-6,-21,-10,5
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/2/2020,-15,2,-12,-27,-24,7
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/3/2020,-15,2,-13,-28,-25,7
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/4/2020,-14,2,-10,-30,-25,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/5/2020,-16,0,-14,-32,-26,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/6/2020,-16,0,-13,-31,-24,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/7/2020,-15,0,-12,-27,-16,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/8/2020,-17,-1,-6,-28,-10,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/9/2020,-16,0,-10,-31,-25,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/10/2020,-16,0,-10,-29,-26,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/11/2020,-14,2,-9,-30,-25,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/12/2020,-14,1,-9,-30,-25,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/13/2020,-16,-2,-13,-30,-23,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/14/2020,-16,-1,-14,-27,-15,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/15/2020,-17,-2,-7,-28,-10,5
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/16/2020,-16,-1,-11,-31,-24,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/17/2020,-17,-1,-11,-31,-25,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/18/2020,-16,0,-9,-31,-25,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/19/2020,-17,-1,-15,-31,-25,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/20/2020,-17,-2,-16,-31,-23,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/21/2020,-17,-1,-17,-28,-16,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/22/2020,-19,-4,-14,-30,-11,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/23/2020,-19,-6,-18,-33,-25,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/24/2020,-19,-4,-17,-32,-26,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/25/2020,-16,1,-14,-30,-25,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/26/2020,-14,3,-13,-28,-24,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/27/2020,-17,-2,-17,-30,-23,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/28/2020,-17,0,-20,-26,-15,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/29/2020,-19,-3,-16,-28,-9,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,11/30/2020,-14,4,-14,-30,-24,7
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/1/2020,-14,7,-14,-28,-25,7
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/2/2020,-13,7,-12,-29,-24,7
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/3/2020,-13,5,-13,-30,-24,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/4/2020,-15,2,-18,-30,-23,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/5/2020,-17,1,-21,-26,-15,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/6/2020,-18,-2,-20,-30,-11,7
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/7/2020,-16,1,-16,-31,-26,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/8/2020,-13,5,-11,-28,-25,6
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/9/2020,-14,1,-4,-36,-56,15
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/10/2020,-14,6,-9,-26,-22,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/11/2020,-16,1,-14,-28,-21,12
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/12/2020,-19,1,-20,-24,-13,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/13/2020,-18,-1,-12,-24,-5,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/14/2020,-15,2,-9,-27,-22,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/15/2020,-15,3,-9,-25,-24,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/16/2020,-14,4,-7,-25,-23,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/17/2020,-15,3,-10,-23,-23,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/18/2020,-16,2,-13,-25,-21,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/19/2020,-15,5,-13,-20,-12,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/20/2020,-15,3,-6,-21,-5,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/21/2020,-11,5,-1,-24,-25,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/22/2020,-11,6,0,-21,-26,10
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/23/2020,-8,12,4,-16,-26,9
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/24/2020,-7,13,12,-17,-43,13
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/25/2020,-16,-1,10,-33,-57,18
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/26/2020,-19,0,-4,-28,-25,10
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/27/2020,-18,-1,-1,-23,-6,8
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/28/2020,-12,6,4,-26,-29,12
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/29/2020,-15,3,1,-26,-31,12
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/30/2020,-12,9,4,-22,-31,11
ID,Indonesia,,,,,,ChIJtwRkSdcHTCwRhfStG-dNe-M,12/31/2020,-7,23,19,-21,-46,12
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/15/2020,-1,-2,-7,-3,3,2
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/16/2020,4,3,5,4,3,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/17/2020,4,1,5,10,8,0
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/18/2020,0,-1,0,0,5,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/19/2020,-2,-3,2,4,6,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/20/2020,2,2,7,0,6,0
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/21/2020,-1,-1,8,2,5,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/22/2020,0,-2,4,-2,6,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/23/2020,0,-1,3,4,4,2
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/24/2020,1,-2,1,2,9,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/25/2020,-2,-1,1,-4,8,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/26/2020,-2,-2,2,-2,8,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/27/2020,0,0,1,-1,8,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/28/2020,-1,-1,0,0,8,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,2/29/2020,0,-1,4,-4,9,0
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/1/2020,3,2,12,-2,5,2
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/2/2020,6,5,5,5,10,0
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/3/2020,4,7,5,5,9,0
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/4/2020,4,6,8,9,8,0
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/5/2020,4,7,3,8,7,0
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/6/2020,2,5,4,4,7,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/7/2020,6,8,14,5,7,0
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/8/2020,5,5,10,3,4,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/9/2020,7,4,8,12,9,0
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/10/2020,0,-2,-3,6,7,2
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/11/2020,4,5,4,9,8,0
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/12/2020,3,5,3,2,7,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/13/2020,2,4,4,5,8,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/14/2020,2,3,3,6,9,1
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/15/2020,0,4,-2,-2,5,2
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/16/2020,-1,6,-7,3,-3,4
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/17/2020,-4,4,-6,10,-11,5
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/18/2020,-4,3,-3,-3,-11,5
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/19/2020,-5,4,-4,-6,-12,5
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/20/2020,-9,1,-7,-16,-13,6
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/21/2020,-11,-3,-17,-23,-12,7
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/22/2020,-14,-6,-23,-32,2,6
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/23/2020,-14,-2,-13,-25,-16,8
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/24/2020,-21,-4,-18,-27,-21,9
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/25/2020,-28,-13,-21,-35,-44,15
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/26/2020,-31,-14,-30,-38,-24,12
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/27/2020,-29,-7,-23,-30,-25,11
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/28/2020,-36,-14,-40,-31,-22,12
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/29/2020,-39,-21,-47,-43,-10,13
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/30/2020,-40,-25,-33,-40,-29,13
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,3/31/2020,-41,-25,-32,-41,-30,13
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/1/2020,-39,-23,-31,-43,-29,13
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/2/2020,-36,-18,-28,-45,-29,12
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/3/2020,-37,-22,-32,-50,-28,13
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/4/2020,-34,-19,-39,-51,-22,12
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/5/2020,-28,-19,-40,-53,-4,10
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/6/2020,-27,-20,-30,-49,-24,12
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/7/2020,-21,-10,-20,-42,-24,9
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/8/2020,-26,-16,-25,-45,-25,10
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/9/2020,-23,-12,-23,-47,-24,9
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/10/2020,-26,-17,-23,-51,-43,13
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/11/2020,-24,-15,-31,-50,-19,10
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/12/2020,-27,-21,-40,-55,-2,10
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/13/2020,-19,-12,-21,-46,-21,9
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/14/2020,-20,-11,-19,-43,-22,9
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/15/2020,-20,-10,-18,-44,-22,9
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/16/2020,-18,-7,-16,-44,-22,9
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/17/2020,-22,-13,-22,-48,-22,10
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/18/2020,-19,-8,-26,-43,-14,8
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/19/2020,-19,-9,-27,-45,2,7
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/20/2020,-11,0,-9,-37,-18,7
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/21/2020,-12,3,-10,-35,-20,6
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/22/2020,-11,8,-7,-33,-24,5
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/23/2020,-19,6,-9,-40,-35,8
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/24/2020,-40,-19,-32,-55,-38,14
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/25/2020,-39,-20,-45,-58,-27,14
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/26/2020,-35,-19,-51,-59,-5,13
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/27/2020,-32,-16,-30,-49,-25,12
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/28/2020,-38,-23,-38,-53,-27,12
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/29/2020,-32,-15,-30,-51,-25,11
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,4/30/2020,-34,-17,-32,-54,-26,11
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/1/2020,-35,-19,-35,-60,-44,16
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/2/2020,-32,-14,-42,-57,-18,12
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/3/2020,-31,-17,-49,-57,-1,11
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/4/2020,-27,-11,-29,-49,-22,11
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/5/2020,-28,-10,-28,-50,-24,11
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/6/2020,-23,-2,-21,-47,-23,10
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/7/2020,-35,-18,-36,-57,-45,16
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/8/2020,-38,-23,-38,-61,-31,15
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/9/2020,-29,-9,-42,-54,-19,12
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/10/2020,-26,-9,-48,-55,2,11
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/11/2020,-20,-2,-24,-49,-21,11
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/12/2020,-20,0,-25,-46,-22,10
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/13/2020,-25,-9,-28,-51,-23,10
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/14/2020,-17,6,-20,-44,-22,8
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/15/2020,-16,5,-19,-46,-21,8
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/16/2020,-18,3,-33,-48,-14,10
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/17/2020,-12,7,-40,-49,7,9
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/18/2020,-3,21,-7,-32,-19,7
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/19/2020,-10,15,-17,-37,-23,8
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/20/2020,0,32,-6,-25,-23,6
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/21/2020,7,47,0,-22,-43,9
ID,Indonesia,Aceh,,,ID-AC,,ChIJvcR8UN-bOTARYMogsoCdAwE,5/22/2020,-4,33,-10,-33,-31,9
